farm_id,crop_variety,genomic_drought_resistance,genomic_disease_resistance,avg_temperature,total_rainfall_mm,satellite_ndvi,disease_severity,yield_percentage
FARM_2397,IR-64 (Standard),0.17,0.36,26.7,809.2,0.741,0.18,84.3
FARM_2398,Swarna-Sub1 (Flood Tolerant),0.39,0.65,30.1,517.0,0.692,0.23,91.7
FARM_2399,Sahbhagi-Dhan (Drought Tolerant),0.86,0.54,29.5,457.2,0.624,0.32,84.6
FARM_2400,Swarna-Sub1 (Flood Tolerant),0.49,0.23,21.9,709.0,0.765,0.16,94.1
FARM_2401,Swarna-Sub1 (Flood Tolerant),0.32,0.44,30.8,468.8,0.635,0.28,89.2
FARM_2402,IR-64 (Standard),0.11,0.31,31.3,343.6,0.828,0.13,86.7
FARM_2403,Sahbhagi-Dhan (Drought Tolerant),0.74,0.42,33.0,765.2,0.641,0.27,94.7
FARM_2404,IR-64 (Standard),0.16,0.43,27.7,492.3,0.679,0.27,87.7
FARM_2405,IR-64 (Standard),0.42,0.48,23.6,858.2,0.584,0.66,58.7
FARM_2406,Sahbhagi-Dhan (Drought Tolerant),0.77,0.56,28.3,429.0,0.667,0.32,81.1
FARM_2407,Sahbhagi-Dhan (Drought Tolerant),0.72,0.54,32.8,233.7,0.513,0.21,64.9
FARM_2408,Swarna-Sub1 (Flood Tolerant),0.41,0.22,29.7,346.1,0.659,0.37,68.8
FARM_2409,Sahbhagi-Dhan (Drought Tolerant),0.73,0.65,33.4,365.9,0.615,0.28,99.0
FARM_2410,Swarna-Sub1 (Flood Tolerant),0.3,0.77,24.8,480.9,0.594,0.39,90.6
FARM_2411,Swarna-Sub1 (Flood Tolerant),0.26,0.41,33.2,341.1,0.683,0.26,86.1
FARM_2412,Swarna-Sub1 (Flood Tolerant),0.34,0.31,31.0,249.4,0.569,0.14,66.7
FARM_2413,Sahbhagi-Dhan (Drought Tolerant),0.74,0.52,28.6,435.4,0.701,0.34,79.3
FARM_2414,IR-64 (Standard),0.4,0.62,34.3,518.3,0.746,0.14,96.3
FARM_2415,Swarna-Sub1 (Flood Tolerant),0.13,0.61,31.0,582.3,0.756,0.09,100.0
FARM_2416,IR-64 (Standard),0.36,0.57,26.1,496.6,0.736,0.11,90.8
FARM_2417,IR-64 (Standard),0.11,0.29,33.9,773.2,0.809,0.08,98.5
FARM_2418,Sahbhagi-Dhan (Drought Tolerant),0.84,0.7,29.0,512.3,0.587,0.45,87.9
FARM_2419,IR-64 (Standard),0.17,0.46,30.1,63.3,0.1,0.09,0.0
FARM_2420,IR-64 (Standard),0.31,0.33,26.5,550.1,0.548,0.61,63.9
FARM_2421,Sahbhagi-Dhan (Drought Tolerant),0.74,0.25,29.8,501.5,0.761,0.2,86.6
FARM_2422,Swarna-Sub1 (Flood Tolerant),0.39,0.45,26.2,647.0,0.6,0.43,77.1
FARM_2423,IR-64 (Standard),0.23,0.57,29.3,276.1,0.657,0.19,75.4
FARM_2424,Sahbhagi-Dhan (Drought Tolerant),0.77,0.6,30.1,712.3,0.696,0.14,100.0
FARM_2425,IR-64 (Standard),0.21,0.78,32.4,553.4,0.663,0.25,94.6
FARM_2426,IR-64 (Standard),0.4,0.29,24.4,527.1,0.852,0.05,92.4
FARM_2427,Swarna-Sub1 (Flood Tolerant),0.11,0.79,34.0,687.7,0.605,0.23,88.8
FARM_2428,IR-64 (Standard),0.21,0.59,34.1,731.9,0.637,0.31,83.4
FARM_2429,Sahbhagi-Dhan (Drought Tolerant),0.77,0.47,29.2,712.4,0.52,0.48,70.0
FARM_2430,IR-64 (Standard),0.12,0.73,30.5,30.9,0.1,0.36,0.0
FARM_2431,Swarna-Sub1 (Flood Tolerant),0.17,0.62,31.2,215.5,0.371,0.47,11.3
FARM_2432,Swarna-Sub1 (Flood Tolerant),0.47,0.41,30.3,412.0,0.588,0.72,61.4
FARM_2433,Sahbhagi-Dhan (Drought Tolerant),0.83,0.73,32.4,262.2,0.557,0.14,85.3
FARM_2434,Swarna-Sub1 (Flood Tolerant),0.4,0.6,28.5,360.9,0.68,0.39,80.0
FARM_2435,IR-64 (Standard),0.2,0.62,27.0,489.8,0.679,0.14,94.0
FARM_2436,Swarna-Sub1 (Flood Tolerant),0.2,0.74,31.7,406.0,0.714,0.13,96.5
FARM_2437,Sahbhagi-Dhan (Drought Tolerant),0.89,0.47,23.9,495.2,0.532,0.7,66.7
FARM_2438,Swarna-Sub1 (Flood Tolerant),0.15,0.59,32.5,771.9,0.643,0.17,94.2
FARM_2439,Swarna-Sub1 (Flood Tolerant),0.48,0.65,32.9,856.1,0.624,0.35,89.7
FARM_2440,Swarna-Sub1 (Flood Tolerant),0.19,0.47,26.9,574.7,0.769,0.07,97.2
FARM_2441,Sahbhagi-Dhan (Drought Tolerant),0.7,0.25,35.7,767.0,0.409,0.72,35.8
FARM_2442,Swarna-Sub1 (Flood Tolerant),0.3,0.66,28.6,420.2,0.657,0.25,83.6
FARM_2443,Swarna-Sub1 (Flood Tolerant),0.41,0.23,28.3,375.0,0.661,0.28,67.3
FARM_2444,IR-64 (Standard),0.1,0.63,27.4,485.0,0.668,0.24,85.1
FARM_2445,Sahbhagi-Dhan (Drought Tolerant),0.94,0.75,31.8,437.5,0.689,0.21,93.1
FARM_2446,Swarna-Sub1 (Flood Tolerant),0.21,0.41,28.4,635.1,0.645,0.43,76.1
FARM_2447,Sahbhagi-Dhan (Drought Tolerant),0.79,0.26,24.3,502.9,0.614,0.49,51.6
FARM_2448,Swarna-Sub1 (Flood Tolerant),0.42,0.34,31.4,801.8,0.714,0.37,71.2
FARM_2449,Swarna-Sub1 (Flood Tolerant),0.17,0.54,28.8,523.9,0.501,0.72,64.1
FARM_2450,Swarna-Sub1 (Flood Tolerant),0.28,0.77,34.3,358.6,0.676,0.12,94.5
FARM_2451,IR-64 (Standard),0.3,0.51,31.2,405.4,0.423,0.68,63.9
FARM_2452,IR-64 (Standard),0.22,0.27,31.1,381.2,0.841,0.06,88.3
FARM_2453,IR-64 (Standard),0.29,0.58,34.1,646.2,0.616,0.45,79.6
FARM_2454,Sahbhagi-Dhan (Drought Tolerant),0.75,0.64,30.6,479.0,0.739,0.19,88.5
FARM_2455,Sahbhagi-Dhan (Drought Tolerant),0.71,0.44,33.1,523.7,0.823,0.05,100.0
FARM_2456,IR-64 (Standard),0.37,0.63,27.4,583.7,0.573,0.59,83.7
FARM_2457,Sahbhagi-Dhan (Drought Tolerant),0.97,0.39,36.6,607.8,0.733,0.32,68.4
FARM_2458,Swarna-Sub1 (Flood Tolerant),0.19,0.67,31.1,711.6,0.587,0.62,75.8
FARM_2459,Swarna-Sub1 (Flood Tolerant),0.46,0.4,25.2,567.2,0.757,0.23,95.1
FARM_2460,Swarna-Sub1 (Flood Tolerant),0.45,0.35,30.6,308.1,0.597,0.4,66.7
FARM_2461,IR-64 (Standard),0.3,0.73,30.7,402.7,0.78,0.15,96.2
FARM_2462,Sahbhagi-Dhan (Drought Tolerant),0.82,0.53,30.5,402.5,0.715,0.27,94.8
FARM_2463,IR-64 (Standard),0.25,0.37,20.8,354.4,0.502,0.62,56.1
FARM_2464,Sahbhagi-Dhan (Drought Tolerant),0.77,0.76,27.8,707.6,0.787,0.23,86.5
FARM_2465,Swarna-Sub1 (Flood Tolerant),0.37,0.61,24.5,470.3,0.665,0.32,84.7
FARM_2466,IR-64 (Standard),0.18,0.33,24.5,535.7,0.62,0.23,83.1
FARM_2467,Sahbhagi-Dhan (Drought Tolerant),0.89,0.57,30.7,566.8,0.734,0.26,89.7
FARM_2468,Sahbhagi-Dhan (Drought Tolerant),1.0,0.72,27.8,541.8,0.753,0.18,95.5
FARM_2469,Swarna-Sub1 (Flood Tolerant),0.11,0.62,28.5,562.0,0.622,0.41,86.1
FARM_2470,IR-64 (Standard),0.38,0.35,26.4,981.6,0.715,0.28,68.3
FARM_2471,IR-64 (Standard),0.36,0.59,35.5,635.3,0.554,0.51,76.6
FARM_2472,IR-64 (Standard),0.26,0.57,30.2,315.9,0.749,0.19,88.4
FARM_2473,Swarna-Sub1 (Flood Tolerant),0.31,0.69,23.9,563.3,0.741,0.24,99.0
FARM_2474,IR-64 (Standard),0.48,0.31,32.6,521.1,0.612,0.51,68.1
FARM_2475,Swarna-Sub1 (Flood Tolerant),0.34,0.62,28.6,222.2,0.446,0.24,44.2
FARM_2476,Swarna-Sub1 (Flood Tolerant),0.36,0.22,34.8,23.2,0.1,0.1,0.0
FARM_2477,Swarna-Sub1 (Flood Tolerant),0.13,0.62,30.0,528.3,0.825,0.11,96.3
FARM_2478,Sahbhagi-Dhan (Drought Tolerant),0.82,0.78,27.2,444.0,0.613,0.4,88.6
FARM_2479,IR-64 (Standard),0.22,0.3,27.8,270.2,0.596,0.27,56.8
FARM_2480,IR-64 (Standard),0.32,0.39,28.4,391.8,0.731,0.16,94.8
FARM_2481,Swarna-Sub1 (Flood Tolerant),0.41,0.55,32.0,448.1,0.747,0.18,90.6
FARM_2482,Swarna-Sub1 (Flood Tolerant),0.23,0.64,26.9,383.4,0.843,0.05,98.5
FARM_2483,IR-64 (Standard),0.24,0.41,35.0,554.3,0.633,0.57,65.7
FARM_2484,Swarna-Sub1 (Flood Tolerant),0.2,0.6,31.5,535.1,0.68,0.38,83.3
FARM_2485,IR-64 (Standard),0.2,0.74,30.9,659.7,0.793,0.05,100.0
FARM_2486,Sahbhagi-Dhan (Drought Tolerant),0.74,0.64,30.3,731.4,0.574,0.62,74.9
FARM_2487,Swarna-Sub1 (Flood Tolerant),0.35,0.63,29.9,628.8,0.758,0.28,83.8
FARM_2488,IR-64 (Standard),0.16,0.43,24.9,363.6,0.594,0.38,81.7
FARM_2489,Swarna-Sub1 (Flood Tolerant),0.39,0.75,31.2,533.7,0.697,0.22,93.7
FARM_2490,IR-64 (Standard),0.39,0.37,37.7,179.0,0.221,0.35,0.0
FARM_2491,IR-64 (Standard),0.37,0.32,32.8,405.0,0.765,0.17,86.0
FARM_2492,Swarna-Sub1 (Flood Tolerant),0.15,0.42,31.8,-8.0,0.1,0.35,0.0
FARM_2493,Sahbhagi-Dhan (Drought Tolerant),0.72,0.59,23.9,429.5,0.639,0.2,87.9
FARM_2494,IR-64 (Standard),0.14,0.72,34.3,392.9,0.725,0.11,100.0
FARM_2495,IR-64 (Standard),0.43,0.28,33.2,638.2,0.755,0.13,96.0
FARM_2496,IR-64 (Standard),0.36,0.69,34.7,306.6,0.704,0.3,84.2
FARM_2497,Sahbhagi-Dhan (Drought Tolerant),0.93,0.69,26.4,534.2,0.683,0.27,88.4
FARM_2498,Sahbhagi-Dhan (Drought Tolerant),0.85,0.55,28.4,424.3,0.611,0.35,82.3
FARM_2499,Swarna-Sub1 (Flood Tolerant),0.17,0.66,24.1,415.0,0.822,0.12,84.1
FARM_2500,Sahbhagi-Dhan (Drought Tolerant),0.87,0.31,23.7,346.2,0.705,0.3,75.7
FARM_2501,Swarna-Sub1 (Flood Tolerant),0.49,0.3,27.7,560.1,0.61,0.53,65.3
FARM_2502,Swarna-Sub1 (Flood Tolerant),0.18,0.72,31.9,467.8,0.748,0.16,94.3
FARM_2503,Sahbhagi-Dhan (Drought Tolerant),0.89,0.5,28.3,308.5,0.712,0.08,100.0
FARM_2504,Swarna-Sub1 (Flood Tolerant),0.48,0.35,27.3,526.4,0.603,0.51,68.9
FARM_2505,Sahbhagi-Dhan (Drought Tolerant),0.8,0.61,31.4,561.3,0.588,0.24,97.6
FARM_2506,Swarna-Sub1 (Flood Tolerant),0.42,0.74,17.0,805.5,0.682,0.35,94.2
FARM_2507,Sahbhagi-Dhan (Drought Tolerant),0.97,0.58,27.8,383.8,0.374,0.65,71.9
FARM_2508,Sahbhagi-Dhan (Drought Tolerant),0.94,0.41,31.4,422.5,0.566,0.49,66.0
FARM_2509,Swarna-Sub1 (Flood Tolerant),0.26,0.49,28.4,241.8,0.581,0.07,47.6
FARM_2510,IR-64 (Standard),0.41,0.65,35.2,410.5,0.64,0.43,85.5
FARM_2511,Swarna-Sub1 (Flood Tolerant),0.12,0.24,27.4,287.9,0.542,0.38,64.7
FARM_2512,Sahbhagi-Dhan (Drought Tolerant),0.75,0.33,27.6,720.8,0.627,0.35,77.4
FARM_2513,IR-64 (Standard),0.42,0.48,26.1,602.8,0.675,0.15,94.3
FARM_2514,Swarna-Sub1 (Flood Tolerant),0.31,0.56,27.0,284.7,0.734,0.18,84.9
FARM_2515,Swarna-Sub1 (Flood Tolerant),0.32,0.4,31.1,304.6,0.722,0.11,91.6
FARM_2516,Swarna-Sub1 (Flood Tolerant),0.14,0.38,33.2,389.6,0.713,0.21,89.4
FARM_2517,IR-64 (Standard),0.15,0.22,38.6,759.7,0.714,0.24,65.8
FARM_2518,Sahbhagi-Dhan (Drought Tolerant),0.8,0.22,32.3,378.0,0.633,0.5,55.3
FARM_2519,Swarna-Sub1 (Flood Tolerant),0.37,0.37,25.3,465.0,0.638,0.47,71.2
FARM_2520,Swarna-Sub1 (Flood Tolerant),0.49,0.52,35.0,806.6,0.752,0.19,92.8
FARM_2521,Swarna-Sub1 (Flood Tolerant),0.38,0.53,31.9,583.1,0.622,0.3,88.0
FARM_2522,Swarna-Sub1 (Flood Tolerant),0.3,0.5,30.1,210.4,0.473,0.12,32.3
FARM_2523,Swarna-Sub1 (Flood Tolerant),0.44,0.45,34.3,133.8,0.1,0.26,0.0
FARM_2524,Sahbhagi-Dhan (Drought Tolerant),0.92,0.35,39.5,518.8,0.726,0.23,73.5
FARM_2525,Sahbhagi-Dhan (Drought Tolerant),0.9,0.44,29.2,960.3,0.664,0.5,73.1
FARM_2526,Swarna-Sub1 (Flood Tolerant),0.21,0.28,26.7,771.1,0.703,0.11,100.0
FARM_2527,IR-64 (Standard),0.14,0.27,35.3,575.3,0.559,0.43,58.9
FARM_2528,Sahbhagi-Dhan (Drought Tolerant),0.91,0.38,40.6,657.0,0.711,0.43,45.9
FARM_2529,IR-64 (Standard),0.3,0.8,30.6,672.1,0.641,0.32,85.5
FARM_2530,Sahbhagi-Dhan (Drought Tolerant),0.89,0.4,30.1,172.9,0.272,0.33,63.3
FARM_2531,Swarna-Sub1 (Flood Tolerant),0.26,0.76,30.7,541.5,0.566,0.38,99.3
FARM_2532,Sahbhagi-Dhan (Drought Tolerant),0.86,0.44,31.8,762.7,0.715,0.33,85.5
FARM_2533,Swarna-Sub1 (Flood Tolerant),0.15,0.46,24.4,918.3,0.723,0.33,83.1
FARM_2534,Sahbhagi-Dhan (Drought Tolerant),0.93,0.68,31.2,601.2,0.745,0.34,94.9
FARM_2535,Swarna-Sub1 (Flood Tolerant),0.27,0.26,31.1,228.2,0.516,0.33,24.2
FARM_2536,Swarna-Sub1 (Flood Tolerant),0.43,0.31,30.9,614.2,0.696,0.14,88.1
FARM_2537,Swarna-Sub1 (Flood Tolerant),0.18,0.78,30.7,610.9,0.777,0.21,86.9
FARM_2538,Swarna-Sub1 (Flood Tolerant),0.18,0.5,30.4,673.8,0.725,0.25,89.6
FARM_2539,IR-64 (Standard),0.36,0.23,21.6,581.3,0.651,0.37,66.9
FARM_2540,Swarna-Sub1 (Flood Tolerant),0.44,0.23,27.1,872.0,0.701,0.28,78.4
FARM_2541,IR-64 (Standard),0.29,0.74,33.4,538.0,0.723,0.45,87.9
FARM_2542,IR-64 (Standard),0.39,0.72,34.4,511.9,0.634,0.3,89.8
FARM_2543,Swarna-Sub1 (Flood Tolerant),0.5,0.48,28.3,447.6,0.784,0.06,98.4
FARM_2544,IR-64 (Standard),0.5,0.3,26.2,519.5,0.776,0.2,94.7
FARM_2545,Sahbhagi-Dhan (Drought Tolerant),0.87,0.7,32.9,555.9,0.699,0.29,92.0
FARM_2546,Swarna-Sub1 (Flood Tolerant),0.4,0.39,31.1,524.5,0.708,0.07,95.5
FARM_2547,IR-64 (Standard),0.2,0.45,29.5,656.5,0.757,0.12,92.3
FARM_2548,Swarna-Sub1 (Flood Tolerant),0.43,0.61,33.4,85.5,0.1,0.19,0.0
FARM_2549,Swarna-Sub1 (Flood Tolerant),0.26,0.41,25.3,472.8,0.667,0.28,88.7
FARM_2550,Swarna-Sub1 (Flood Tolerant),0.48,0.58,34.6,603.5,0.588,0.37,67.4
FARM_2551,IR-64 (Standard),0.13,0.73,24.0,556.4,0.505,0.66,81.0
FARM_2552,Sahbhagi-Dhan (Drought Tolerant),0.72,0.68,26.7,245.2,0.54,0.32,62.6
FARM_2553,Sahbhagi-Dhan (Drought Tolerant),0.97,0.43,25.8,606.0,0.693,0.2,86.0
FARM_2554,IR-64 (Standard),0.26,0.37,27.7,509.9,0.67,0.32,80.4
FARM_2555,Swarna-Sub1 (Flood Tolerant),0.18,0.37,31.2,652.9,0.807,0.18,93.4
FARM_2556,IR-64 (Standard),0.34,0.41,32.7,615.3,0.692,0.31,85.7
FARM_2557,IR-64 (Standard),0.4,0.5,29.7,564.9,0.755,0.11,100.0
FARM_2558,IR-64 (Standard),0.36,0.45,24.9,500.7,0.519,0.66,61.7
FARM_2559,Swarna-Sub1 (Flood Tolerant),0.19,0.28,22.0,557.2,0.725,0.23,78.7
FARM_2560,IR-64 (Standard),0.39,0.3,33.4,557.6,0.781,0.21,82.1
FARM_2561,Swarna-Sub1 (Flood Tolerant),0.2,0.41,32.9,765.5,0.665,0.22,90.2
FARM_2562,IR-64 (Standard),0.17,0.54,34.3,1098.1,0.766,0.13,100.0
FARM_2563,Sahbhagi-Dhan (Drought Tolerant),0.92,0.56,29.5,285.2,0.602,0.21,91.4
FARM_2564,IR-64 (Standard),0.44,0.49,32.7,-30.1,0.1,0.16,0.0
FARM_2565,IR-64 (Standard),0.29,0.64,27.4,394.4,0.678,0.34,80.9
FARM_2566,Sahbhagi-Dhan (Drought Tolerant),0.77,0.64,31.9,311.8,0.726,0.2,91.5
FARM_2567,Swarna-Sub1 (Flood Tolerant),0.22,0.46,28.1,668.2,0.575,0.32,85.8
FARM_2568,Swarna-Sub1 (Flood Tolerant),0.3,0.27,26.7,798.4,0.693,0.15,82.5
FARM_2569,IR-64 (Standard),0.15,0.52,30.9,663.1,0.666,0.26,97.3
FARM_2570,Sahbhagi-Dhan (Drought Tolerant),0.85,0.43,30.7,437.2,0.524,0.74,56.5
FARM_2571,Swarna-Sub1 (Flood Tolerant),0.42,0.28,33.6,646.5,0.83,0.11,97.5
FARM_2572,IR-64 (Standard),0.37,0.79,24.9,743.0,0.714,0.05,93.5
FARM_2573,Sahbhagi-Dhan (Drought Tolerant),0.97,0.42,33.7,633.1,0.774,0.03,95.7
FARM_2574,Swarna-Sub1 (Flood Tolerant),0.42,0.58,30.5,610.3,0.682,0.51,84.9
FARM_2575,Swarna-Sub1 (Flood Tolerant),0.3,0.49,34.3,477.0,0.722,0.35,76.2
FARM_2576,Sahbhagi-Dhan (Drought Tolerant),0.98,0.29,34.2,256.3,0.414,0.31,79.4
FARM_2577,Sahbhagi-Dhan (Drought Tolerant),0.84,0.23,20.3,719.3,0.722,0.15,84.1
FARM_2578,Sahbhagi-Dhan (Drought Tolerant),0.75,0.58,34.2,838.9,0.543,0.69,66.0
FARM_2579,Sahbhagi-Dhan (Drought Tolerant),0.79,0.35,34.4,224.5,0.512,0.18,72.0
FARM_2580,IR-64 (Standard),0.16,0.35,25.0,653.2,0.737,0.3,77.2
FARM_2581,Sahbhagi-Dhan (Drought Tolerant),0.84,0.77,23.8,339.6,0.651,0.15,98.1
FARM_2582,Swarna-Sub1 (Flood Tolerant),0.27,0.48,33.1,593.3,0.724,0.22,87.6
FARM_2583,Swarna-Sub1 (Flood Tolerant),0.42,0.22,30.5,220.1,0.382,0.41,18.2
FARM_2584,IR-64 (Standard),0.22,0.4,27.4,656.1,0.701,0.39,75.8
FARM_2585,Swarna-Sub1 (Flood Tolerant),0.2,0.55,35.8,585.5,0.761,0.16,96.6
FARM_2586,Swarna-Sub1 (Flood Tolerant),0.35,0.4,31.2,665.4,0.628,0.49,65.8
FARM_2587,Sahbhagi-Dhan (Drought Tolerant),0.71,0.22,21.7,629.5,0.754,0.16,82.0
FARM_2588,Swarna-Sub1 (Flood Tolerant),0.12,0.47,25.9,537.3,0.764,0.09,90.1
FARM_2589,IR-64 (Standard),0.13,0.26,34.2,657.7,0.75,0.27,75.0
FARM_2590,Sahbhagi-Dhan (Drought Tolerant),0.89,0.57,30.1,410.9,0.674,0.19,87.3
FARM_2591,Sahbhagi-Dhan (Drought Tolerant),0.91,0.57,27.1,615.1,0.717,0.36,77.9
FARM_2592,IR-64 (Standard),0.49,0.22,31.8,389.5,0.695,0.24,85.9
FARM_2593,Sahbhagi-Dhan (Drought Tolerant),0.79,0.37,27.6,625.0,0.66,0.28,83.2
FARM_2594,Sahbhagi-Dhan (Drought Tolerant),0.99,0.45,25.0,461.7,0.599,0.48,73.5
FARM_2595,IR-64 (Standard),0.29,0.53,34.1,597.8,0.689,0.25,100.0
FARM_2596,Sahbhagi-Dhan (Drought Tolerant),0.79,0.38,34.7,442.6,0.759,0.33,82.4
FARM_2597,IR-64 (Standard),0.14,0.37,31.9,446.5,0.707,0.08,100.0
FARM_2598,IR-64 (Standard),0.47,0.79,23.9,455.3,0.585,0.38,98.6
FARM_2599,Swarna-Sub1 (Flood Tolerant),0.42,0.23,37.4,233.8,0.299,0.57,0.0
FARM_2600,Swarna-Sub1 (Flood Tolerant),0.19,0.79,37.3,673.1,0.707,0.2,77.8
FARM_2601,Sahbhagi-Dhan (Drought Tolerant),0.73,0.23,35.1,509.3,0.583,0.44,62.7
FARM_2602,Sahbhagi-Dhan (Drought Tolerant),0.85,0.37,31.2,242.2,0.358,0.32,69.5
FARM_2603,IR-64 (Standard),0.22,0.5,30.4,391.4,0.673,0.23,94.7
FARM_2604,Sahbhagi-Dhan (Drought Tolerant),0.82,0.29,31.7,380.2,0.722,0.05,94.4
FARM_2605,IR-64 (Standard),0.27,0.28,25.4,579.9,0.709,0.35,74.2
FARM_2606,IR-64 (Standard),0.49,0.35,27.8,458.1,0.671,0.4,68.3
FARM_2607,Sahbhagi-Dhan (Drought Tolerant),1.0,0.78,27.7,681.4,0.739,0.2,99.1
FARM_2608,IR-64 (Standard),0.34,0.43,32.4,261.0,0.484,0.25,65.3
FARM_2609,Swarna-Sub1 (Flood Tolerant),0.44,0.54,31.0,586.7,0.699,0.43,84.1
FARM_2610,Sahbhagi-Dhan (Drought Tolerant),0.89,0.62,26.2,570.9,0.716,0.11,96.6
FARM_2611,Swarna-Sub1 (Flood Tolerant),0.1,0.65,23.6,416.0,0.663,0.44,89.4
FARM_2612,Sahbhagi-Dhan (Drought Tolerant),0.76,0.61,31.4,550.9,0.612,0.55,81.5
FARM_2613,IR-64 (Standard),0.23,0.4,25.7,492.6,0.602,0.39,80.4
FARM_2614,Sahbhagi-Dhan (Drought Tolerant),0.81,0.27,25.0,741.6,0.8,0.04,93.1
FARM_2615,Swarna-Sub1 (Flood Tolerant),0.46,0.37,38.4,517.0,0.762,0.11,74.9
FARM_2616,IR-64 (Standard),0.48,0.33,39.2,727.5,0.768,0.21,67.6
FARM_2617,Sahbhagi-Dhan (Drought Tolerant),0.79,0.28,28.2,666.8,0.732,0.09,91.4
FARM_2618,Sahbhagi-Dhan (Drought Tolerant),0.78,0.21,22.7,250.9,0.493,0.38,69.7
FARM_2619,Sahbhagi-Dhan (Drought Tolerant),1.0,0.76,34.8,483.3,0.738,0.03,100.0
FARM_2620,Swarna-Sub1 (Flood Tolerant),0.49,0.75,31.3,666.4,0.757,0.26,96.4
FARM_2621,Swarna-Sub1 (Flood Tolerant),0.24,0.23,33.1,548.9,0.723,0.18,91.7
FARM_2622,Sahbhagi-Dhan (Drought Tolerant),0.99,0.3,27.5,516.4,0.73,0.06,97.2
FARM_2623,IR-64 (Standard),0.32,0.28,25.8,528.7,0.739,0.23,85.9
FARM_2624,IR-64 (Standard),0.17,0.37,29.0,621.3,0.731,0.31,77.8
FARM_2625,Swarna-Sub1 (Flood Tolerant),0.11,0.32,30.7,422.6,0.6,0.44,68.4
FARM_2626,IR-64 (Standard),0.48,0.77,27.1,442.7,0.719,0.46,89.2
FARM_2627,Swarna-Sub1 (Flood Tolerant),0.47,0.25,35.2,667.7,0.642,0.59,49.7
FARM_2628,Sahbhagi-Dhan (Drought Tolerant),0.97,0.33,23.1,541.6,0.687,0.29,88.7
FARM_2629,Swarna-Sub1 (Flood Tolerant),0.26,0.25,31.6,464.8,0.668,0.28,73.6
FARM_2630,Swarna-Sub1 (Flood Tolerant),0.43,0.79,30.5,507.3,0.73,0.01,94.4
FARM_2631,Sahbhagi-Dhan (Drought Tolerant),0.73,0.75,34.9,602.4,0.647,0.25,93.8
FARM_2632,IR-64 (Standard),0.26,0.63,26.2,496.4,0.564,0.35,89.2
FARM_2633,Swarna-Sub1 (Flood Tolerant),0.4,0.46,32.8,531.9,0.534,0.74,56.2
FARM_2634,Swarna-Sub1 (Flood Tolerant),0.46,0.31,31.9,157.1,0.284,0.09,13.9
FARM_2635,Sahbhagi-Dhan (Drought Tolerant),0.71,0.33,31.0,548.8,0.616,0.39,72.4
FARM_2636,IR-64 (Standard),0.25,0.47,26.5,474.0,0.557,0.25,86.7
FARM_2637,Swarna-Sub1 (Flood Tolerant),0.17,0.66,26.9,684.0,0.636,0.48,87.1
FARM_2638,Sahbhagi-Dhan (Drought Tolerant),0.91,0.36,28.8,490.0,0.774,0.06,92.5
FARM_2639,Swarna-Sub1 (Flood Tolerant),0.14,0.39,28.0,796.5,0.69,0.28,80.9
FARM_2640,Sahbhagi-Dhan (Drought Tolerant),0.76,0.56,35.0,622.3,0.702,0.24,90.9
FARM_2641,IR-64 (Standard),0.16,0.34,30.5,351.2,0.673,0.45,76.6
FARM_2642,IR-64 (Standard),0.26,0.55,33.2,253.1,0.326,0.59,43.1
FARM_2643,IR-64 (Standard),0.26,0.43,24.2,483.5,0.797,0.3,84.8
FARM_2644,IR-64 (Standard),0.16,0.22,22.6,505.7,0.623,0.28,68.1
FARM_2645,Swarna-Sub1 (Flood Tolerant),0.47,0.44,29.3,160.5,0.102,0.55,0.0
FARM_2646,Swarna-Sub1 (Flood Tolerant),0.1,0.75,24.9,489.6,0.489,0.44,85.2
FARM_2647,IR-64 (Standard),0.46,0.38,30.2,434.2,0.614,0.48,74.9
FARM_2648,IR-64 (Standard),0.45,0.39,26.6,540.2,0.675,0.27,78.2
FARM_2649,IR-64 (Standard),0.23,0.24,31.2,903.5,0.75,0.12,83.0
FARM_2650,Swarna-Sub1 (Flood Tolerant),0.38,0.57,26.9,166.0,0.355,0.04,17.3
FARM_2651,IR-64 (Standard),0.2,0.71,32.2,689.0,0.588,0.47,89.0
FARM_2652,IR-64 (Standard),0.4,0.41,26.5,597.1,0.772,0.26,80.7
FARM_2653,IR-64 (Standard),0.32,0.34,22.5,400.6,0.712,0.15,87.7
FARM_2654,Sahbhagi-Dhan (Drought Tolerant),0.86,0.77,33.4,504.8,0.713,0.28,100.0
FARM_2655,IR-64 (Standard),0.26,0.65,26.9,682.7,0.688,0.17,87.1
FARM_2656,Sahbhagi-Dhan (Drought Tolerant),0.78,0.54,35.5,522.3,0.645,0.52,68.6
FARM_2657,Sahbhagi-Dhan (Drought Tolerant),0.91,0.38,27.4,112.8,0.1,0.24,71.4
FARM_2658,IR-64 (Standard),0.15,0.33,26.7,572.9,0.7,0.22,85.9
FARM_2659,Sahbhagi-Dhan (Drought Tolerant),0.71,0.63,28.9,644.4,0.743,0.06,97.3
FARM_2660,IR-64 (Standard),0.2,0.51,27.8,417.3,0.587,0.57,64.6
FARM_2661,Swarna-Sub1 (Flood Tolerant),0.42,0.51,30.5,672.8,0.583,0.43,74.2
FARM_2662,Swarna-Sub1 (Flood Tolerant),0.13,0.24,31.6,688.5,0.645,0.3,75.7
